name,address,description,interest
Cash,0,"89,853.22","5,39,119.29"
Purchase,0,"77,017.04","4,62,102.25"
IMPS,"6,997.00",0,"4,69,099.25"
Cheque,"4,66,725.00",0,"9,35,824.25"
Commission,784.87,0,"9,36,609.12"
Interest,13.1,0,"9,36,622.22"
Purchase,0,"2,34,155.56","7,02,466.66"
ATM,421.2,0,"7,02,887.86"
NEFT,470,0,"7,03,357.86"
Transfer,0,"7,03,357.86",0
Reversal,274,0,274
NEFT,8,0,282
Cheque,0,40.29,241.71
Interest,"2,20,027.00",0,"2,20,268.71"
Debit Card,"2,563.60",0,"2,22,832.31"
RTGS,0,"1,11,416.16","1,11,416.16"
Reversal,0,"15,916.59","95,499.57"
NEFT,0,"23,874.89","71,624.68"
Cheque,"2,238.00",0,"73,862.68"
Interest,0,"7,386.27","66,476.41"
Miscellaneous,0,"22,158.80","44,317.61"
Purchase,0,"14,772.54","29,545.07"
Miscellaneous,0,"14,772.54","14,772.54"
RTGS,0,"2,110.36","12,662.18"
Commission,7,0,"12,669.18"
Bill,5.06,0,"12,674.24"
Reversal,"1,25,859.00",0,"1,38,533.24"
Tax,"74,962.90",0,"2,13,496.14"
Bill,22.5,0,"2,13,518.64"
Transfer,"9,679.57",0,"2,23,198.21"
Cash,"2,317.50",0,"2,25,515.71"
Miscellaneous,"27,193.00",0,"2,52,708.71"
Tax,0,"36,101.24","2,16,607.47"
Cash,"13,837.87",0,"2,30,445.34"
Debit Card,0,"25,605.04","2,04,840.30"
Cash,0,"1,02,420.15","1,02,420.15"
NEFT,"3,721.80",0,"1,06,141.95"
ATM,0,"1,06,141.95",0
Debit Card,"6,26,152.50",0,"6,26,152.50"
Interest,5.6,0,"6,26,158.10"
Purchase,0,"1,04,359.68","5,21,798.42"
Purchase,0,"1,04,359.68","4,17,438.74"
IMPS,"5,96,676.00",0,"10,14,114.74"
Cash,0.5,0,"10,14,115.24"
Bill,0,"1,01,411.52","9,12,703.72"
Purchase,381,0,"9,13,084.72"
Cheque,383,0,"9,13,467.72"
Cheque,23,0,"9,13,490.72"
Tax,"35,096.00",0,"9,48,586.72"
Transfer,0,"1,58,097.79","7,90,488.93"
Reversal,443,0,"7,90,931.93"
Purchase,6.4,0,"7,90,938.33"
Purchase,0,"1,12,991.19","6,77,947.14"
Tax,0,"6,77,947.14",0
Cash,266,0,266
Purchase,11.81,0,277.81
Cash,0,138.91,138.9
Cheque,505.6,0,644.5
Bill,0,80.56,563.94
Reversal,"98,758.00",0,"99,321.94"
Cheque,0,"14,188.85","85,133.09"
RTGS,400.12,0,"85,533.21"
Purchase,0,"17,106.64","68,426.57"
Tax,52.7,0,"68,479.27"
Purchase,0,"68,479.27",0
ATM,"7,834.25",0,"7,834.25"
Purchase,"17,712.09",0,"25,546.34"
Interest,0,"25,546.34",0
Bill,6,0,6
Debit Card,0,0.6,5.4
ATM,0,0.68,4.73
RTGS,0,2.37,2.37
Debit Card,437.99,0,440.36
ATM,0,44.04,396.32
Cheque,"27,664.43",0,"28,060.75"
Commission,0,"7,015.19","21,045.56"
Interest,0,"21,045.56",0
Transfer,"20,95,112.75",0,"20,95,112.75"
ATM,0,"3,49,185.46","17,45,927.29"
Debit Card,"10,752.97",0,"17,56,680.26"
IMPS,0,"17,56,680.26",0
Cheque,"41,187.00",0,"41,187.00"
Bill,0,"5,883.86","35,303.14"
Interest,7.9,0,"35,311.04"
IMPS,0,"5,044.43","30,266.61"
Tax,"8,22,990.80",0,"8,53,257.41"
Interest,43.87,0,"8,53,301.28"
Debit Card,0,"1,06,662.66","7,46,638.62"
Bill,6,0,"7,46,644.62"
Cheque,"3,981.60",0,"7,50,626.22"
Transfer,"1,175.90",0,"7,51,802.12"
Tax,0,"7,51,802.12",0
Purchase,131,0,131
Cheque,"2,59,842.59",0,"2,59,973.59"
NEFT,"2,35,768.31",0,"4,95,741.90"
Debit Card,493,0,"4,96,234.90"
Interest,0,"99,246.98","3,96,987.92"
Tax,55.89,0,"3,97,043.81"
IMPS,"2,87,582.00",0,"6,84,625.81"
Transfer,357.25,0,"6,84,983.06"
Bill,4.8,0,"6,84,987.86"
Cash,"28,495.42",0,"7,13,483.28"
Cash,0,"1,78,370.82","5,35,112.46"
Debit Card,0,"53,511.25","4,81,601.21"
Tax,240.68,0,"4,81,841.89"
Interest,0,"80,306.98","4,01,534.91"
Commission,7.71,0,"4,01,542.62"
ATM,0,"66,923.77","3,34,618.85"
ATM,0,"41,827.36","2,92,791.49"
Miscellaneous,0,"73,197.87","2,19,593.62"
Debit Card,19.03,0,"2,19,612.65"
NEFT,0,"24,401.41","1,95,211.24"
Tax,0,"32,535.21","1,62,676.03"
Debit Card,62.8,0,"1,62,738.83"
Cheque,0,"20,342.35","1,42,396.48"
Debit Card,0,"47,465.49","94,930.99"
ATM,"20,04,787.00",0,"20,99,717.99"
IMPS,0,"20,99,717.99",0
Bill,"1,811.90",0,"1,811.90"
Cheque,61.29,0,"1,873.19"
ATM,0,312.2,"1,560.99"
NEFT,0,390.25,"1,170.74"
Reversal,"15,04,544.00",0,"15,05,714.74"
Miscellaneous,61.7,0,"15,05,776.44"
Interest,0,"1,67,308.49","13,38,467.95"
Purchase,0,"1,91,209.71","11,47,258.24"
ATM,0,"1,63,894.03","9,83,364.21"
Debit Card,"2,61,508.00",0,"12,44,872.21"
Transfer,0,"1,77,838.89","10,67,033.32"
Bill,38.3,0,"10,67,071.62"
ATM,22.8,0,"10,67,094.42"
Commission,0,"1,18,566.05","9,48,528.37"
Transfer,5,0,"9,48,533.37"
Bill,3,0,"9,48,536.37"
Bill,0,"94,853.64","8,53,682.73"
RTGS,"27,126.13",0,"8,80,808.86"
Transfer,2.8,0,"8,80,811.66"
Reversal,0,"97,867.96","7,82,943.70"
Cash,3.14,0,"7,82,946.84"
RTGS,0,"1,56,589.37","6,26,357.47"
Commission,0,"69,595.27","5,56,762.20"
Cheque,0,"92,793.70","4,63,968.50"
Commission,"14,19,846.50",0,"18,83,815.00"
IMPS,0,"3,13,969.17","15,69,845.83"
RTGS,111.23,0,"15,69,957.06"
Cheque,6,0,"15,69,963.06"
Transfer,"2,11,756.00",0,"17,81,719.06"
Bill,0,"3,56,343.81","14,25,375.25"
Reversal,0,"4,75,125.08","9,50,250.17"
Cash,"21,884.00",0,"9,72,134.17"
Commission,35,0,"9,72,169.17"
Cheque,0,"1,38,881.31","8,33,287.86"
Miscellaneous,"4,41,366.00",0,"12,74,653.86"
RTGS,6.65,0,"12,74,660.51"
Reversal,"17,45,528.00",0,"30,20,188.51"
IMPS,0,"3,02,018.85","27,18,169.66"
IMPS,0,"27,18,169.66",0
Purchase,"12,19,652.80",0,"12,19,652.80"
ATM,0,"3,04,913.20","9,14,739.60"
Cash,0,"1,30,677.09","7,84,062.51"
Cheque,0,"1,56,812.50","6,27,250.01"
Tax,"19,455.37",0,"6,46,705.38"
Miscellaneous,"3,877.00",0,"6,50,582.38"
Transfer,"6,908.50",0,"6,57,490.88"
Bill,0,"65,749.09","5,91,741.79"
Tax,"12,080.20",0,"6,03,821.99"
Purchase,"6,589.00",0,"6,10,410.99"
IMPS,0,"1,01,735.17","5,08,675.82"
Commission,0,"1,01,735.16","4,06,940.66"
IMPS,376.8,0,"4,07,317.46"
Purchase,451.01,0,"4,07,768.47"
ATM,0,"50,971.06","3,56,797.41"
ATM,0,"35,679.74","3,21,117.67"
Debit Card,0,"80,279.42","2,40,838.25"
Commission,29.44,0,"2,40,867.69"
Transfer,0,"60,216.92","1,80,650.77"
RTGS,"3,486.00",0,"1,84,136.77"
Purchase,0,"61,378.92","1,22,757.85"
ATM,5,0,"1,22,762.85"
Interest,"58,461.16",0,"1,81,224.01"
Cheque,220,0,"1,81,444.01"
Bill,7,0,"1,81,451.01"
Debit Card,"23,874.00",0,"2,05,325.01"
Reversal,"1,47,533.50",0,"3,52,858.51"
Purchase,0,"58,809.75","2,94,048.76"
RTGS,1.6,0,"2,94,050.36"
Interest,0,"73,512.59","2,20,537.77"
Tax,0,"27,567.22","1,92,970.55"
ATM,433.29,0,"1,93,403.84"
Reversal,4,0,"1,93,407.84"
Miscellaneous,"18,08,074.50",0,"20,01,482.34"
Tax,0,"2,50,185.29","17,51,297.05"
Tax,0,"2,50,185.29","15,01,111.76"
Tax,0,"7,50,555.88","7,50,555.88"
NEFT,0,"1,07,222.27","6,43,333.61"
NEFT,0,"1,07,222.27","5,36,111.34"
Cheque,0,"5,36,111.34",0
ATM,4,0,4
Reversal,0,0.4,3.6
IMPS,0,0.4,3.2
Reversal,"13,33,082.00",0,"13,33,085.20"
Miscellaneous,0,"1,48,120.58","11,84,964.62"
Miscellaneous,"46,895.44",0,"12,31,860.06"
NEFT,0,"6,15,930.03","6,15,930.03"
ATM,8.7,0,"6,15,938.73"
Miscellaneous,4.02,0,"6,15,942.75"
Miscellaneous,0,"1,53,985.69","4,61,957.06"
Transfer,0,"46,195.71","4,15,761.35"
Cash,0,"2,07,880.68","2,07,880.68"
NEFT,"3,533.90",0,"2,11,414.58"
IMPS,0,"21,141.46","1,90,273.12"
IMPS,23,0,"1,90,296.12"
RTGS,"27,927.38",0,"2,18,223.50"
Tax,"2,877.00",0,"2,21,100.50"
ATM,"15,89,452.00",0,"18,10,552.50"
NEFT,0,"3,62,110.50","14,48,442.00"
Interest,0,"4,82,814.00","9,65,628.00"
Reversal,"54,768.22",0,"10,20,396.22"
IMPS,0,"5,10,198.11","5,10,198.11"
Bill,0,"2,55,099.06","2,55,099.06"
Cheque,0,"28,344.34","2,26,754.72"
IMPS,0,"2,26,754.72",0
Debit Card,464.07,0,464.07
Tax,"20,44,394.20",0,"20,44,858.27"
Bill,0,"2,27,206.47","18,17,651.80"
IMPS,0,"3,02,941.97","15,14,709.83"
Miscellaneous,0,"5,04,903.28","10,09,806.55"
Cash,0,"1,44,258.08","8,65,548.47"
ATM,0,"8,65,548.47",0
Transfer,262.3,0,262.3
Cash,0,26.23,236.07
NEFT,0,47.21,188.86
Miscellaneous,0,31.48,157.38
Cash,"19,53,549.80",0,"19,53,707.18"
Cash,0,"19,53,707.18",0
IMPS,"2,449.48",0,"2,449.48"
Purchase,0,349.93,"2,099.55"
ATM,0,262.44,"1,837.11"
Miscellaneous,120.83,0,"1,957.94"
ATM,"32,749.00",0,"34,706.94"
Transfer,0,"3,470.69","31,236.25"
Cheque,0,"10,412.08","20,824.17"
NEFT,0,"4,164.83","16,659.34"
ATM,"2,539.00",0,"19,198.34"
Transfer,0,"19,198.34",0
Cash,"11,533.10",0,"11,533.10"
Reversal,"12,388.57",0,"23,921.67"
Miscellaneous,0,"2,392.17","21,529.50"
IMPS,13.79,0,"21,543.29"
Bill,4.74,0,"21,548.03"
IMPS,0,"2,693.50","18,854.53"
Transfer,0,"2,356.82","16,497.71"
Bill,0,"1,833.08","14,664.63"
Bill,0,"7,332.32","7,332.32"
Tax,937.7,0,"8,270.02"
ATM,375.25,0,"8,645.27"
Purchase,56.95,0,"8,702.22"
RTGS,"18,180.00",0,"26,882.22"
Interest,"1,18,274.70",0,"1,45,156.92"
Debit Card,0,"48,385.64","96,771.28"
Interest,"1,72,559.88",0,"2,69,331.16"
Reversal,0,"89,777.05","1,79,554.11"
Miscellaneous,0,"19,950.46","1,59,603.65"
Reversal,"3,37,896.20",0,"4,97,499.85"
Interest,8,0,"4,97,507.85"
RTGS,0,"62,188.48","4,35,319.37"
Bill,"53,381.00",0,"4,88,700.37"
ATM,0,"69,814.34","4,18,886.03"
Transfer,"2,677.60",0,"4,21,563.63"
Bill,0,"46,840.40","3,74,723.23"
Bill,0,"46,840.40","3,27,882.83"
NEFT,22,0,"3,27,904.83"
Cheque,0,"32,790.48","2,95,114.35"
Tax,0,"98,371.45","1,96,742.90"
Tax,0,"1,96,742.90",0
Transfer,"3,029.85",0,"3,029.85"
ATM,0,"3,029.85",0
Purchase,"13,67,902.75",0,"13,67,902.75"
Reversal,"11,109.95",0,"13,79,012.70"
Interest,0,"13,79,012.70",0
Transfer,"15,54,294.00",0,"15,54,294.00"
NEFT,"3,495.00",0,"15,57,789.00"
Purchase,0,"7,78,894.50","7,78,894.50"
Purchase,"15,117.40",0,"7,94,011.90"
Bill,0,"1,32,335.32","6,61,676.58"
Cash,0,"1,32,335.32","5,29,341.26"
ATM,"2,374.90",0,"5,31,716.16"
Miscellaneous,7,0,"5,31,723.16"
IMPS,32.4,0,"5,31,755.56"
Interest,0,"59,083.95","4,72,671.61"
Cash,0.24,0,"4,72,671.85"
NEFT,0,"2,36,335.93","2,36,335.92"
Cash,"23,817.40",0,"2,60,153.32"
RTGS,"6,29,866.80",0,"8,90,020.12"
Debit Card,0,"1,48,336.69","7,41,683.43"
Transfer,"14,72,128.00",0,"22,13,811.43"
Transfer,5.32,0,"22,13,816.75"
Miscellaneous,0,"11,06,908.38","11,06,908.38"
Cash,"1,12,816.00",0,"12,19,724.38"
Bill,12,0,"12,19,736.38"
NEFT,0,"1,52,467.05","10,67,269.33"
Cheque,0,"1,77,878.22","8,89,391.11"
Tax,0,"1,27,055.87","7,62,335.24"
Miscellaneous,"1,86,509.00",0,"9,48,844.24"
NEFT,454.99,0,"9,49,299.23"
Commission,494.5,0,"9,49,793.73"
NEFT,0,"2,37,448.43","7,12,345.30"
Purchase,0,"1,42,469.06","5,69,876.24"
Transfer,"2,36,616.00",0,"8,06,492.24"
Commission,378,0,"8,06,870.24"
Transfer,0,"2,01,717.56","6,05,152.68"
NEFT,17.2,0,"6,05,169.88"
Bill,0,"6,05,169.88",0
Tax,256,0,256
Tax,"3,790.60",0,"4,046.60"
Transfer,0,404.66,"3,641.94"
Commission,5.7,0,"3,647.64"
Bill,"15,12,124.80",0,"15,15,772.44"
RTGS,0,"1,89,471.56","13,26,300.88"
Interest,0,"13,26,300.88",0
Tax,28.59,0,28.59
Miscellaneous,1.59,0,30.18
Bill,"15,33,637.50",0,"15,33,667.68"
Cash,"2,43,939.00",0,"17,77,606.68"
Transfer,0,"1,77,760.67","15,99,846.01"
Bill,0,"2,66,641.00","13,33,205.01"
Commission,5,0,"13,33,210.01"
NEFT,"17,31,864.25",0,"30,65,074.26"
Purchase,0,"7,66,268.57","22,98,805.69"
RTGS,0,"2,87,350.71","20,11,454.98"
Purchase,"9,78,651.50",0,"29,90,106.48"
IMPS,0,"3,32,234.05","26,57,872.43"
Debit Card,0,"3,32,234.05","23,25,638.38"
ATM,0,"3,87,606.40","19,38,031.98"
Reversal,0,"2,76,861.71","16,61,170.27"
Transfer,7,0,"16,61,177.27"
RTGS,0,"2,76,862.88","13,84,314.39"
NEFT,0,"6,92,157.20","6,92,157.20"
Reversal,0.9,0,"6,92,158.10"
Purchase,"18,748.00",0,"7,10,906.10"
Cheque,0,"2,36,968.70","4,73,937.40"
Transfer,"1,479.80",0,"4,75,417.20"
Reversal,18,0,"4,75,435.20"
RTGS,"9,76,740.25",0,"14,52,175.45"
Commission,0,"1,61,352.83","12,90,822.62"
Purchase,0,"2,15,137.10","10,75,685.52"
Cash,"2,35,345.00",0,"13,11,030.52"
Debit Card,11.7,0,"13,11,042.22"
Transfer,0,"6,55,521.11","6,55,521.11"
Reversal,369,0,"6,55,890.11"
NEFT,23.5,0,"6,55,913.61"
NEFT,0,"1,63,978.40","4,91,935.21"
IMPS,0,"98,387.04","3,93,548.17"
Reversal,"1,525.20",0,"3,95,073.37"
NEFT,0,"98,768.34","2,96,305.03"
RTGS,252,0,"2,96,557.03"
ATM,1,0,"2,96,558.03"
Transfer,47,0,"2,96,605.03"
Tax,"7,723.10",0,"3,04,328.13"
RTGS,144.73,0,"3,04,472.86"
Debit Card,0,"33,830.32","2,70,642.54"
Miscellaneous,"99,949.72",0,"3,70,592.26"
Tax,0,"3,70,592.26",0
Cheque,3.9,0,3.9
IMPS,18,0,21.9
Interest,"2,969.44",0,"2,991.34"
Miscellaneous,"13,16,526.50",0,"13,19,517.84"
ATM,0,"2,19,919.64","10,99,598.20"
NEFT,0,"1,57,085.46","9,42,512.74"
Commission,32,0,"9,42,544.74"
ATM,0,"4,71,272.37","4,71,272.37"
Interest,50,0,"4,71,322.37"
ATM,7.22,0,"4,71,329.59"
Commission,17.28,0,"4,71,346.87"
Cash,0,"58,918.36","4,12,428.51"
Miscellaneous,3,0,"4,12,431.51"
IMPS,363.5,0,"4,12,795.01"
Tax,0,"41,279.50","3,71,515.51"
Bill,"16,87,519.50",0,"20,59,035.01"
Tax,0,"5,14,758.75","15,44,276.26"
Miscellaneous,0,"2,57,379.38","12,86,896.88"
Miscellaneous,0,"6,43,448.44","6,43,448.44"
IMPS,0,"1,60,862.11","4,82,586.33"
IMPS,"10,77,474.00",0,"15,60,060.33"
Cheque,"9,972.00",0,"15,70,032.33"
Debit Card,463,0,"15,70,495.33"
Miscellaneous,"2,046.70",0,"15,72,542.03"
Cheque,0,"2,62,090.34","13,10,451.69"
Reversal,0,"1,31,045.17","11,79,406.52"
Cash,4.53,0,"11,79,411.05"
RTGS,0,"2,94,852.76","8,84,558.29"
Cash,7,0,"8,84,565.29"
Cash,0,"98,285.03","7,86,280.26"
Miscellaneous,0,"98,285.03","6,87,995.23"
Bill,"3,964.80",0,"6,91,960.03"
Purchase,0,"86,495.00","6,05,465.03"
Bill,104.66,0,"6,05,569.69"
Purchase,46,0,"6,05,615.69"
Tax,"4,90,758.50",0,"10,96,374.19"
NEFT,"9,08,846.20",0,"20,05,220.39"
Purchase,0,"2,22,802.27","17,82,418.12"
Cheque,"2,11,137.00",0,"19,93,555.12"
Transfer,0,"9,96,777.56","9,96,777.56"
Miscellaneous,"3,529.03",0,"10,00,306.59"
Cheque,38,0,"10,00,344.59"
Transfer,109.98,0,"10,00,454.57"
ATM,"19,371.00",0,"10,19,825.57"
RTGS,0,"1,27,478.20","8,92,347.37"
Cheque,0,"1,78,469.47","7,13,877.90"
Commission,4,0,"7,13,881.90"
Miscellaneous,203,0,"7,14,084.90"
IMPS,"2,07,414.91",0,"9,21,499.81"
NEFT,0,"1,31,642.83","7,89,856.98"
Tax,"29,108.00",0,"8,18,964.98"
Cash,0,"2,72,988.33","5,45,976.65"
Bill,0,"1,36,494.16","4,09,482.49"
Bill,"23,623.00",0,"4,33,105.49"
Tax,"5,602.00",0,"4,38,707.49"
Purchase,0,"4,38,707.49",0
Cheque,7,0,7
Tax,0,3.5,3.5
Bill,0,0.39,3.11
Miscellaneous,0,0.78,2.33
Interest,"51,228.00",0,"51,230.33"
ATM,3.18,0,"51,233.51"
IMPS,41,0,"51,274.51"
Cheque,59.71,0,"51,334.22"
Bill,4,0,"51,338.22"
Interest,"7,642.00",0,"58,980.22"
IMPS,"6,38,736.80",0,"6,97,717.02"
Commission,997.68,0,"6,98,714.70"
Miscellaneous,"8,00,454.20",0,"14,99,168.90"
Transfer,0,"7,49,584.45","7,49,584.45"
Miscellaneous,0,"83,287.16","6,66,297.29"
Transfer,0,"66,629.73","5,99,667.56"
Reversal,282.98,0,"5,99,950.54"
RTGS,0,"5,99,950.54",0
IMPS,"3,873.92",0,"3,873.92"
Cheque,0,645.65,"3,228.27"
Commission,"1,244.00",0,"4,472.27"
Bill,"3,594.84",0,"8,067.11"
Tax,0,896.35,"7,170.76"
ATM,0,"1,434.15","5,736.61"
Miscellaneous,0,"5,736.61",0
Reversal,"8,909.40",0,"8,909.40"
Tax,"1,46,275.60",0,"1,55,185.00"
ATM,0.07,0,"1,55,185.07"
Miscellaneous,"12,53,906.20",0,"14,09,091.27"
Tax,"15,163.00",0,"14,24,254.27"
Cheque,"77,686.00",0,"15,01,940.27"
Interest,0,"1,87,742.53","13,14,197.74"
Debit Card,0,"6,57,098.87","6,57,098.87"
IMPS,0,"93,871.27","5,63,227.60"
IMPS,0,"1,87,742.53","3,75,485.07"
Reversal,"2,24,716.06",0,"6,00,201.13"
NEFT,77,0,"6,00,278.13"
ATM,154.88,0,"6,00,433.01"
Reversal,"3,153.00",0,"6,03,586.01"
Commission,0,"75,448.25","5,28,137.76"
Miscellaneous,3.2,0,"5,28,140.96"
RTGS,0.95,0,"5,28,141.91"
Interest,0,"1,76,047.30","3,52,094.61"
Transfer,0,"70,418.92","2,81,675.69"
Cheque,"3,293.47",0,"2,84,969.16"
Cash,266.03,0,"2,85,235.19"
Debit Card,0,"95,078.40","1,90,156.79"
Transfer,131,0,"1,90,287.79"
NEFT,0,"27,183.97","1,63,103.82"
Debit Card,443.7,0,"1,63,547.52"
Bill,0,"54,515.84","1,09,031.68"
Commission,0,"36,343.89","72,687.79"
Interest,0,"8,076.42","64,611.37"
Commission,5.3,0,"64,616.67"
Cheque,0,"6,461.67","58,155.00"
Debit Card,0,"8,307.86","49,847.14"
ATM,0,"6,230.89","43,616.25"
Cash,0.9,0,"43,617.15"
Interest,0,"4,361.72","39,255.44"
Purchase,0,"13,085.15","26,170.29"
Transfer,0,"2,617.03","23,553.26"
Cheque,0,"7,851.09","15,702.17"
Debit Card,0,"5,234.06","10,468.11"
NEFT,"10,413.96",0,"20,882.07"
Transfer,1.1,0,"20,883.17"
Tax,0,"2,088.32","18,794.85"
IMPS,0,"3,132.48","15,662.37"
Cheque,289,0,"15,951.37"
Interest,0,"3,190.27","12,761.10"
NEFT,0,"3,190.28","9,570.83"
NEFT,0,957.08,"8,613.75"
Bill,0,"8,613.75",0
IMPS,2,0,2
Purchase,0,0.29,1.71
Tax,"5,84,512.75",0,"5,84,514.46"
Debit Card,0,"1,16,902.89","4,67,611.57"
NEFT,0,"1,16,902.89","3,50,708.68"
Purchase,4,0,"3,50,712.68"
IMPS,56,0,"3,50,768.68"
Commission,402,0,"3,51,170.68"
Miscellaneous,0,"43,896.34","3,07,274.34"
Commission,27.6,0,"3,07,301.94"
Purchase,"16,06,663.00",0,"19,13,964.94"
Cheque,0,"2,73,423.56","16,40,541.38"
Miscellaneous,"18,059.53",0,"16,58,600.91"
IMPS,0,"2,76,433.49","13,82,167.42"
Bill,2.72,0,"13,82,170.14"
Purchase,"2,03,944.00",0,"15,86,114.14"
Reversal,0,"1,76,234.90","14,09,879.24"
Tax,483,0,"14,10,362.24"
Tax,0,"1,56,706.92","12,53,655.32"
Debit Card,53,0,"12,53,708.32"
Purchase,0,"4,17,902.77","8,35,805.55"
Purchase,472.02,0,"8,36,277.57"
Tax,6,0,"8,36,283.57"
Miscellaneous,4,0,"8,36,287.57"
Purchase,0,"1,19,469.65","7,16,817.92"
Cash,0,"71,681.79","6,45,136.13"
IMPS,0,"1,07,522.69","5,37,613.44"
Debit Card,0,"1,79,204.48","3,58,408.96"
Miscellaneous,0,"39,823.22","3,18,585.74"
Transfer,"2,21,817.25",0,"5,40,402.99"
NEFT,"26,323.59",0,"5,66,726.58"
ATM,0,"80,960.94","4,85,765.64"
RTGS,0,"60,720.71","4,25,044.94"
Tax,0,"85,008.99","3,40,035.95"
Commission,"5,365.00",0,"3,45,400.95"
Miscellaneous,"50,380.81",0,"3,95,781.76"
IMPS,435.03,0,"3,96,216.79"
Transfer,0,"3,96,216.79",0
IMPS,"14,794.00",0,"14,794.00"
Transfer,"1,272.75",0,"16,066.75"
Purchase,0,"1,785.19","14,281.56"
IMPS,"2,09,253.00",0,"2,23,534.56"
Commission,0,"55,883.64","1,67,650.92"
Tax,19,0,"1,67,669.92"
NEFT,0,"20,958.74","1,46,711.18"
Cheque,"1,07,974.80",0,"2,54,685.98"
ATM,0,"28,298.44","2,26,387.54"
Cheque,"2,489.00",0,"2,28,876.54"
Interest,60.8,0,"2,28,937.34"
Cash,4,0,"2,28,941.34"
ATM,0,"22,894.13","2,06,047.21"
Commission,0,"41,209.44","1,64,837.77"
IMPS,0,"82,418.89","82,418.88"
Commission,0,"41,209.44","41,209.44"
Cash,0,"6,868.24","34,341.20"
Cash,0,"34,341.20",0
Cash,198.14,0,198.14
IMPS,"93,731.00",0,"93,929.14"
Cheque,"2,35,429.30",0,"3,29,358.44"
Miscellaneous,0,"47,051.21","2,82,307.23"
Purchase,0,"2,82,307.23",0
NEFT,"2,609.00",0,"2,609.00"
Bill,0,869.67,"1,739.33"
Cash,0,434.83,"1,304.50"
ATM,5.1,0,"1,309.60"
Tax,"8,65,741.00",0,"8,67,050.60"
Reversal,"2,651.70",0,"8,69,702.30"
Cheque,0,"2,17,425.58","6,52,276.73"
Cheque,"7,96,966.25",0,"14,49,242.98"
Interest,0,"2,41,540.50","12,07,702.48"
Miscellaneous,368.09,0,"12,08,070.57"
RTGS,37.4,0,"12,08,107.97"
Reversal,29.42,0,"12,08,137.39"
IMPS,0,"1,20,813.74","10,87,323.65"
NEFT,"1,91,622.80",0,"12,78,946.45"
IMPS,"1,56,820.50",0,"14,35,766.95"
Cash,0,"2,05,109.56","12,30,657.39"
Bill,0,"1,36,739.71","10,93,917.68"
Purchase,0,"2,73,479.42","8,20,438.26"
Purchase,0,"91,159.81","7,29,278.45"
RTGS,0,"81,030.94","6,48,247.51"
IMPS,"1,41,399.10",0,"7,89,646.61"
Transfer,0,"78,964.66","7,10,681.95"
Debit Card,0,"88,835.24","6,21,846.71"
Debit Card,262,0,"6,22,108.71"
Tax,"2,793.00",0,"6,24,901.71"
Transfer,30.19,0,"6,24,931.90"
Purchase,5.9,0,"6,24,937.80"
Cash,0,"3,12,468.90","3,12,468.90"
Debit Card,60.59,0,"3,12,529.49"
Cash,29,0,"3,12,558.49"
ATM,0,"62,511.70","2,50,046.79"
IMPS,"16,88,024.00",0,"19,38,070.79"
Commission,0,"3,87,614.16","15,50,456.63"
Cheque,"3,507.54",0,"15,53,964.17"
Commission,0,"1,55,396.42","13,98,567.75"
Debit Card,0,"1,74,820.97","12,23,746.78"
NEFT,0,"4,07,915.59","8,15,831.19"
Tax,4,0,"8,15,835.19"
Cash,0,"1,35,972.53","6,79,862.66"
ATM,5,0,"6,79,867.66"
Cash,"3,315.72",0,"6,83,183.38"
Commission,"1,12,403.50",0,"7,95,586.88"
Miscellaneous,"11,585.00",0,"8,07,171.88"
Tax,0,"1,61,434.38","6,45,737.50"
Bill,0,"92,248.21","5,53,489.29"
Bill,0,"79,069.90","4,74,419.39"
Reversal,0,"67,774.20","4,06,645.19"
Cheque,0,"67,774.20","3,38,870.99"
Commission,0,"42,358.87","2,96,512.12"
IMPS,0,"74,128.03","2,22,384.09"
Bill,21,0,"2,22,405.09"
Reversal,0,"55,601.27","1,66,803.82"
NEFT,0,"18,533.76","1,48,270.06"
Miscellaneous,0,"18,533.76","1,29,736.30"
Cheque,"1,69,384.31",0,"2,99,120.61"
Interest,0,"29,912.06","2,69,208.55"
Commission,19.18,0,"2,69,227.73"
IMPS,0,"1,34,613.87","1,34,613.86"
Transfer,0,"44,871.29","89,742.57"
ATM,0,"14,957.10","74,785.48"
Bill,"9,53,543.00",0,"10,28,328.48"
Miscellaneous,0,"1,02,832.85","9,25,495.63"
Tax,0,"1,54,249.27","7,71,246.36"
Debit Card,0,"77,124.64","6,94,121.72"
IMPS,225.3,0,"6,94,347.02"
Cash,0,"1,15,724.50","5,78,622.52"
NEFT,"2,55,326.44",0,"8,33,948.96"
ATM,392,0,"8,34,340.96"
ATM,0,"1,19,191.57","7,15,149.39"
Miscellaneous,0,"1,43,029.88","5,72,119.51"
Purchase,0,"71,514.94","5,00,604.57"
Cash,"1,31,658.78",0,"6,32,263.35"
Tax,"16,257.00",0,"6,48,520.35"
Interest,0,"1,62,130.09","4,86,390.26"
Cheque,3,0,"4,86,393.26"
Tax,"12,55,737.20",0,"17,42,130.46"
Miscellaneous,0,"2,48,875.78","14,93,254.68"
Purchase,"17,62,407.00",0,"32,55,661.68"
Miscellaneous,58,0,"32,55,719.68"
Cheque,391,0,"32,56,110.68"
IMPS,5.5,0,"32,56,116.18"
Cash,"17,42,265.80",0,"49,98,381.98"
Debit Card,"1,84,659.94",0,"51,83,041.92"
